Member_number,itemDescription,Date,Category
9303,hygiene articles,01-01-2024,Beverages
6817,soda,01-01-2024,Other
7369,whole milk,01-01-2024,Dairy
5708,whole milk,01-01-2024,Other
1768,hygiene articles,01-01-2024,Other
5358,pastry,01-01-2024,Other
2263,other vegetables,01-01-2024,Dairy
7040,sugar,01-01-2024,Other
2215,root vegetables,01-01-2024,Other
8803,long life bakery product,01-01-2024,Other
9830,root vegetables,01-01-2024,Other
2901,margarine,01-01-2024,Other
7045,soda,01-01-2024,Other
1723,UHT-milk,01-01-2024,Other
1100,citrus fruit,01-01-2024,Other
2505,other vegetables,01-01-2024,Dairy
2916,other vegetables,01-01-2024,Other
8051,other vegetables,01-01-2024,Other
6458,domestic eggs,01-01-2024,Canned Goods
7808,white bread,01-01-2024,Other
3968,domestic eggs,01-01-2024,Other
8884,rolls/buns,01-01-2024,Other
9086,canned beer,01-01-2024,Other
2719,rolls/buns,01-01-2024,Other
1665,cat food,01-01-2024,Other
4884,soft cheese,01-01-2024,Other
7904,citrus fruit,01-01-2024,Other
6321,coffee,01-01-2024,Other
3262,chicken,01-01-2024,Other
7450,dessert,01-01-2024,Other
2127,yogurt,01-01-2024,Other
8461,yogurt,01-01-2024,Other
6784,butter milk,01-01-2024,Other
3112,rolls/buns,01-01-2024,Other
8057,UHT-milk,01-01-2024,Other
8229,coffee,01-01-2024,Other
1939,soft cheese,01-01-2024,Other
8120,frankfurter,01-01-2024,Other
6641,fruit/vegetable juice,01-01-2024,Other
6322,long life bakery product,01-01-2024,Other
1294,rolls/buns,01-01-2024,Other
9035,sugar,01-01-2024,Other
8218,fruit/vegetable juice,01-01-2024,Other
1361,pip fruit,01-01-2024,Other
5566,butter,01-01-2024,Meat
8076,shopping bags,01-01-2024,Other
1163,pastry,01-01-2024,Other
3685,yogurt,01-01-2024,Dairy
6380,frankfurter,01-01-2024,Other
2472,white bread,01-01-2024,Other
9358,meat,01-01-2024,Beverages
1865,ketchup,01-01-2024,Other
8867,whipped/sour cream,01-01-2024,Meat
8245,female sanitary products,01-01-2024,Dairy
1214,red/blush wine,01-01-2024,Dairy
1873,frankfurter,01-01-2024,Other
8515,domestic eggs,01-01-2024,Other
5177,frozen dessert,01-01-2024,Other
3086,white bread,01-01-2024,Beverages
7277,hamburger meat,01-01-2024,Other
8160,root vegetables,01-01-2024,Other
5419,other vegetables,01-01-2024,Other
5789,other vegetables,01-01-2024,Other
9024,citrus fruit,01-01-2024,Other
1122,pastry,01-01-2024,Other
9181,waffles,01-01-2024,Other
6722,female sanitary products,01-01-2024,Other
8424,pasta,01-01-2024,Dairy
1361,misc. beverages,01-01-2024,Other
8124,frankfurter,01-01-2024,Other
2916,coffee,01-01-2024,Other
4829,shopping bags,01-01-2024,Other
8874,chocolate,01-01-2024,Other
1360,margarine,01-01-2024,Beverages
1494,brown bread,01-01-2024,Other
4531,white wine,01-01-2024,Meat
3716,chewing gum,01-01-2024,Meat
2005,misc. beverages,01-01-2024,Dairy
5373,misc. beverages,01-01-2024,Beverages
2829,whole milk,01-01-2024,Dairy
6313,root vegetables,01-01-2024,Other
3694,sugar,01-01-2024,Other
9740,whole milk,01-01-2024,Beverages
7021,margarine,01-01-2024,Other
9417,white bread,01-01-2024,Other
6380,pastry,01-01-2024,Other
5236,bottled beer,01-01-2024,Other
1841,tropical fruit,01-01-2024,Other
7216,brown bread,01-01-2024,Other
7684,bottled water,01-01-2024,Other
8361,other vegetables,01-01-2024,Other
3178,frankfurter,01-01-2024,Beverages
3907,other vegetables,01-01-2024,Other
3716,whole milk,01-01-2024,Other
4386,sliced cheese,01-01-2024,Other
2226,candy,01-01-2024,Other
2038,soda,01-01-2024,Other
2805,shopping bags,01-01-2024,Other
6352,berries,01-01-2024,Other
1092,root vegetables,01-01-2024,Other
5379,dessert,01-01-2024,Other
9925,whole milk,01-01-2024,Other
5628,newspapers,01-01-2024,Other
8408,rolls/buns,01-01-2024,Other
5597,pet care,01-01-2024,Other
2020,root vegetables,01-01-2024,Beverages
1468,canned beer,01-01-2024,Other
8776,baking powder,01-01-2024,Other
5564,newspapers,01-01-2024,Other
7761,sausage,01-01-2024,Other
3194,pastry,01-01-2024,Other
6418,domestic eggs,01-01-2024,Other
3207,pickled vegetables,01-01-2024,Dairy
3578,whole milk,01-01-2024,Other
7313,bottled water,01-01-2024,Other
1364,root vegetables,01-01-2024,Other
2983,shopping bags,01-01-2024,Other
9316,vinegar,01-01-2024,Other
8147,salty snack,01-01-2024,Other
7131,soda,01-01-2024,Other
4962,curd,01-01-2024,Other
2643,pork,01-01-2024,Other
2895,bottled beer,01-01-2024,Beverages
9575,candy,01-01-2024,Other
5493,brown bread,01-01-2024,Other
1939,processed cheese,01-01-2024,Other
1983,canned beer,01-01-2024,Beverages
7645,light bulbs,01-01-2024,Other
7801,margarine,01-01-2024,Other
2495,sausage,01-01-2024,Other
6845,tropical fruit,01-01-2024,Dairy
9051,frozen vegetables,01-01-2024,Other
5986,pot plants,01-01-2024,Other
9505,pasta,01-01-2024,Other
7291,pet care,01-01-2024,Other
4394,grapes,01-01-2024,Beverages
4565,soda,01-01-2024,Meat
4350,shopping bags,01-01-2024,Meat
2108,mayonnaise,01-01-2024,Other
4884,citrus fruit,01-01-2024,Other
2271,rolls/buns,01-01-2024,Other
9828,hamburger meat,01-01-2024,Other
6532,white bread,01-01-2024,Other
8434,grapes,01-01-2024,Other
7405,baking powder,01-01-2024,Other
7705,soda,01-01-2024,Beverages
9530,shopping bags,01-01-2024,Other
7554,sugar,01-01-2024,Other
5168,pork,01-01-2024,Dairy
7636,yogurt,01-01-2024,Meat
7167,salty snack,01-01-2024,Meat
5028,yogurt,01-01-2024,Other
1873,onions,01-01-2024,Other
6100,butter,01-01-2024,Other
1356,yogurt,01-01-2024,Beverages
3141,liquor,01-01-2024,Other
3373,bottled beer,01-01-2024,Other
9193,oil,01-01-2024,Other
9530,napkins,01-01-2024,Beverages
3345,canned beer,01-01-2024,Other
6700,frankfurter,01-01-2024,Other
5142,sausage,01-01-2024,Meat
3522,whole milk,01-01-2024,Other
8129,sauces,01-01-2024,Beverages
8599,bottled beer,01-01-2024,Dairy
8312,rolls/buns,01-01-2024,Other
5621,condensed milk,01-01-2024,Meat
6986,candles,01-01-2024,Other
4595,coffee,01-01-2024,Other
3680,other vegetables,01-01-2024,Other
3378,citrus fruit,01-01-2024,Other
3112,whole milk,01-01-2024,Other
1939,newspapers,01-01-2024,Beverages
8410,whole milk,01-01-2024,Other
5767,whole milk,01-01-2024,Other
1780,pork,01-01-2024,Other
6850,curd,01-01-2024,Other
3680,margarine,01-01-2024,Other
5373,brown bread,01-01-2024,Other
8229,white wine,01-01-2024,Other
7934,newspapers,01-01-2024,Other
1536,pip fruit,01-01-2024,Other
7801,frozen vegetables,01-01-2024,Dairy
8884,white wine,01-01-2024,Other
7021,soft cheese,01-01-2024,Other
4829,sugar,01-01-2024,Dairy
7433,white bread,01-01-2024,Other
8899,pork,01-01-2024,Other
1939,specialty bar,01-01-2024,Other
9310,cling film/bags,01-01-2024,Other
3647,curd,01-01-2024,Other
9263,soft cheese,01-01-2024,Other
5236,pastry,01-01-2024,Other
8124,specialty fat,01-01-2024,Dairy
2316,ice cream,01-01-2024,Beverages
7743,beef,01-01-2024,Other
5669,chewing gum,01-01-2024,Other
6526,sausage,01-01-2024,Meat
4386,pip fruit,01-01-2024,Other
4478,rolls/buns,01-01-2024,Other
3245,tropical fruit,01-01-2024,Other
7104,domestic eggs,01-01-2024,Other
4058,roll products ,01-01-2024,Other
3119,citrus fruit,01-01-2024,Beverages
1113,whole milk,01-01-2024,Dairy
5800,yogurt,01-01-2024,Other
1477,pasta,01-01-2024,Other
6458,fish,01-01-2024,Other
3091,butter,01-01-2024,Other
5810,napkins,01-01-2024,Other
6150,whipped/sour cream,01-01-2024,Meat
1822,soups,01-01-2024,Other
2298,whole milk,01-01-2024,Other
1122,rolls/buns,01-01-2024,Other
2721,chocolate,01-01-2024,Other
8910,specialty bar,01-01-2024,Canned Goods
2721,napkins,01-01-2024,Meat
7705,canned beer,01-01-2024,Other
9250,rolls/buns,01-01-2024,Other
2682,canned beer,01-01-2024,Dairy
6918,brown bread,01-01-2024,Other
8220,whipped/sour cream,01-01-2024,Other
6827,pickled vegetables,01-01-2024,Beverages
1977,butter,01-01-2024,Other
7211,rolls/buns,01-01-2024,Other
1243,whipped/sour cream,01-01-2024,Other
1468,whipped/sour cream,01-01-2024,Other
7717,dessert,01-01-2024,Other
8817,yogurt,01-01-2024,Other
6784,yogurt,01-01-2024,Other
7808,pastry,01-01-2024,Other
3378,root vegetables,01-01-2024,Other
8191,whole milk,01-01-2024,Dairy
6809,root vegetables,01-01-2024,Other
8881,hard cheese,01-01-2024,Beverages
8408,bottled water,01-01-2024,Other
8517,white wine,01-01-2024,Meat
2634,flower (seeds),01-01-2024,Other
4338,liquor,01-01-2024,Other
5673,pastry,01-01-2024,Other
5685,syrup,01-01-2024,Other
8120,soda,01-01-2024,Other
2255,detergent,01-01-2024,Other
7645,dog food,01-01-2024,Other
7369,cream cheese ,01-01-2024,Other
3004,soda,01-01-2024,Other
1501,whole milk,01-01-2024,Other
7982,whole milk,01-01-2024,Other
5752,pip fruit,01-01-2024,Other
7911,pasta,01-01-2024,Dairy
5287,hygiene articles,01-01-2024,Other
3613,pastry,01-01-2024,Meat
4356,photo/film,01-01-2024,Other
7182,soups,01-01-2024,Other
1773,domestic eggs,01-01-2024,Other
6730,fruit/vegetable juice,01-01-2024,Other
7083,tropical fruit,01-01-2024,Beverages
5430,newspapers,01-01-2024,Canned Goods
7080,rum,01-01-2024,Other
5310,other vegetables,01-01-2024,Beverages
6046,root vegetables,01-01-2024,Other
7276,hamburger meat,01-01-2024,Other
5843,cat food,01-01-2024,Other
6196,dishes,01-01-2024,Meat
2397,rolls/buns,01-01-2024,Other
5712,dish cleaner,01-01-2024,Other
7458,other vegetables,01-01-2024,Other
8076,citrus fruit,01-01-2024,Other
7835,canned beer,01-01-2024,Other
6643,rolls/buns,01-01-2024,Beverages
2005,frozen vegetables,01-01-2024,Other
7276,pip fruit,01-01-2024,Dairy
8803,whole milk,01-01-2024,Other
9416,whipped/sour cream,01-01-2024,Other
8477,soda,01-01-2024,Other
5317,napkins,01-01-2024,Other
9955,domestic eggs,01-01-2024,Other
2505,sausage,01-01-2024,Other
5752,misc. beverages,01-01-2024,Other
7953,whole milk,01-01-2024,Beverages
4520,sugar,01-01-2024,Beverages
8899,seasonal products,01-01-2024,Beverages
9022,whole milk,01-01-2024,Other
5421,fruit/vegetable juice,01-01-2024,Beverages
6170,bottled water,01-01-2024,Other
6773,coffee,01-01-2024,Other
5470,sausage,01-01-2024,Other
4085,brown bread,01-01-2024,Other
1645,brandy,01-01-2024,Other
5577,sausage,01-01-2024,Other
2782,frozen dessert,01-01-2024,Other
3731,sausage,01-01-2024,Meat
4386,pip fruit,01-01-2024,Other
9406,rolls/buns,01-01-2024,Other
2037,brown bread,01-01-2024,Dairy
7296,brown bread,01-01-2024,Other
1477,processed cheese,01-01-2024,Dairy
1887,beverages,01-01-2024,Other
7080,soda,01-01-2024,Other
7491,yogurt,01-01-2024,Other
4884,shopping bags,01-01-2024,Other
2923,whole milk,01-01-2024,Other
2915,frankfurter,01-01-2024,Other
6861,pastry,01-01-2024,Other
8046,rolls/buns,01-01-2024,Other
7634,root vegetables,01-01-2024,Beverages
2719,hamburger meat,01-01-2024,Other
2558,citrus fruit,01-01-2024,Other
6124,photo/film,01-01-2024,Other
4105,citrus fruit,01-01-2024,Other
5450,other vegetables,01-01-2024,Other
4433,bottled water,01-01-2024,Other
2951,other vegetables,01-01-2024,Other
8141,female sanitary products,01-01-2024,Beverages
7680,whole milk,01-01-2024,Beverages
1699,whipped/sour cream,01-01-2024,Dairy
1361,domestic eggs,01-01-2024,Beverages
1769,soda,01-01-2024,Beverages
3871,photo/film,01-01-2024,Other
9140,dessert,01-01-2024,Other
4667,sliced cheese,01-01-2024,Other
7131,fruit/vegetable juice,01-01-2024,Other
6381,napkins,01-01-2024,Other
7377,grapes,01-01-2024,Dairy
5530,sausage,01-01-2024,Other
7958,whipped/sour cream,01-01-2024,Other
5717,whole milk,01-01-2024,Other
9616,whipped/sour cream,01-01-2024,Canned Goods
2081,whole milk,01-01-2024,Other
7933,rolls/buns,01-01-2024,Other
5566,cling film/bags,01-01-2024,Other
8434,whole milk,01-01-2024,Other
8372,rolls/buns,01-01-2024,Other
9958,canned beer,01-01-2024,Other
3637,shopping bags,01-01-2024,Beverages
8245,yogurt,01-01-2024,Other
5379,pork,01-01-2024,Other
8099,butter milk,01-01-2024,Meat
6853,other vegetables,01-01-2024,Canned Goods
2805,whole milk,01-01-2024,Other
9263,meat,01-01-2024,Other
3194,napkins,01-01-2024,Other
6329,citrus fruit,01-01-2024,Other
4394,canned beer,01-01-2024,Other
8312,soda,01-01-2024,Other
1723,herbs,01-01-2024,Other
2122,flour,01-01-2024,Other
6176,rolls/buns,01-01-2024,Other
1360,rolls/buns,01-01-2024,Other
2118,grapes,01-01-2024,Meat
8551,red/blush wine,01-01-2024,Other
5833,root vegetables,01-01-2024,Other
4881,tropical fruit,01-01-2024,Dairy
1296,cream cheese ,01-01-2024,Beverages
3536,canned beer,01-01-2024,Beverages
3293,root vegetables,01-01-2024,Beverages
5725,white wine,01-01-2024,Other
9303,yogurt,01-01-2024,Other
8401,butter,01-01-2024,Beverages
8477,flour,01-01-2024,Other
6547,soda,01-01-2024,Other
9136,bottled beer,01-01-2024,Other
8791,baking powder,01-01-2024,Other
4414,root vegetables,01-01-2024,Other
3293,oil,01-01-2024,Meat
7856,canned beer,01-01-2024,Other
2735,ham,01-01-2024,Beverages
6102,other vegetables,01-01-2024,Other
5419,beef,01-01-2024,Other
9169,pastry,01-01-2024,Other
4544,ham,01-01-2024,Beverages
6329,dessert,01-01-2024,Other
4901,rolls/buns,01-01-2024,Other
1840,chocolate marshmallow,01-01-2024,Meat
8129,berries,01-01-2024,Other
7856,other vegetables,01-01-2024,Other
3522,pastry,01-01-2024,Other
5358,other vegetables,01-01-2024,Beverages
5433,frankfurter,01-01-2024,Other
2474,UHT-milk,01-01-2024,Beverages
3194,whole milk,01-01-2024,Meat
4056,bottled water,01-01-2024,Beverages
3207,root vegetables,01-01-2024,Other
7974,cat food,01-01-2024,Other
8817,citrus fruit,01-01-2024,Other
2558,curd,01-01-2024,Other
6196,napkins,01-01-2024,Other
2782,other vegetables,01-01-2024,Other
9067,pip fruit,01-01-2024,Other
3613,dishes,01-01-2024,Other
1243,bottled beer,01-01-2024,Dairy
2677,beef,01-01-2024,Other
5673,candy,01-01-2024,Other
6538,rolls/buns,01-01-2024,Other
3004,whipped/sour cream,01-01-2024,Other
5583,liqueur,01-01-2024,Other
2495,meat spreads,01-01-2024,Other
5598,tropical fruit,01-01-2024,Other
7626,yogurt,01-01-2024,Other
5317,fruit/vegetable juice,01-01-2024,Other
6219,meat,01-01-2024,Other
7554,root vegetables,01-01-2024,Snacks
6203,whole milk,01-01-2024,Dairy
5251,whole milk,01-01-2024,Other
7743,whole milk,01-01-2024,Dairy
4338,pastry,01-01-2024,Dairy
6285,bottled water,01-01-2024,Other
8503,yogurt,01-01-2024,Other
8992,bottled water,01-01-2024,Other
3666,bottled water,01-01-2024,Other
2735,soda,01-01-2024,Other
3245,whole milk,01-01-2024,Other
8379,mustard,01-01-2024,Other
7566,butter,01-01-2024,Other
3378,other vegetables,01-01-2024,Meat
6853,ice cream,01-01-2024,Beverages
4386,whole milk,01-01-2024,Other
4740,frozen vegetables,01-01-2024,Other
1939,tropical fruit,01-01-2024,Other
4716,canned beer,01-01-2024,Other
6614,pastry,01-01-2024,Other
3933,rolls/buns,01-01-2024,Other
5691,other vegetables,01-01-2024,Other
6219,fruit/vegetable juice,01-01-2024,Other
3303,yogurt,01-01-2024,Meat
9987,domestic eggs,01-01-2024,Other
3308,brown bread,01-01-2024,Meat
1319,salty snack,01-01-2024,Other
4847,misc. beverages,01-01-2024,Dairy
2118,domestic eggs,01-01-2024,Other
6283,white bread,01-01-2024,Dairy
9463,pip fruit,01-01-2024,Other
6197,soda,01-01-2024,Other
1943,nuts/prunes,01-01-2024,Other
7706,curd,01-01-2024,Other
3351,brown bread,01-01-2024,Meat
3864,mayonnaise,01-01-2024,Other
9216,sauces,01-01-2024,Other
4033,pastry,01-01-2024,Other
3330,root vegetables,01-01-2024,Other
8821,dish cleaner,01-01-2024,Other
3025,rolls/buns,01-01-2024,Other
9730,abrasive cleaner,01-01-2024,Beverages
1477,yogurt,01-01-2024,Other
2303,fruit/vegetable juice,01-01-2024,Other
2928,tropical fruit,01-01-2024,Other
5868,soda,01-01-2024,Beverages
6480,cat food,01-01-2024,Other
8824,nut snack,01-01-2024,Other
4168,other vegetables,01-01-2024,Other
5276,bottled beer,01-01-2024,Other
8358,onions,01-01-2024,Beverages
4333,soda,01-01-2024,Other
1769,brown bread,01-01-2024,Other
4333,vinegar,01-01-2024,Other
7888,turkey,01-01-2024,Dairy
6321,hamburger meat,01-01-2024,Other
7274,canned vegetables,01-01-2024,Other
4692,mustard,01-01-2024,Other
6863,beef,01-01-2024,Beverages
7405,light bulbs,01-01-2024,Other
4716,rolls/buns,01-01-2024,Other
2805,pot plants,01-01-2024,Beverages
5112,red/blush wine,01-01-2024,Beverages
2805,white wine,01-01-2024,Other
7801,yogurt,01-01-2024,Other
4273,rolls/buns,01-01-2024,Other
3194,soda,01-01-2024,Other
2081,chicken,01-01-2024,Other
7676,frankfurter,01-01-2024,Other
5421,newspapers,01-01-2024,Meat
6700,hard cheese,01-01-2024,Other
9181,rolls/buns,01-01-2024,Other
2983,red/blush wine,01-01-2024,Other
2573,coffee,01-01-2024,Other
4313,whole milk,01-01-2024,Other
7276,other vegetables,01-01-2024,Other
5493,bottled beer,01-01-2024,Meat
7131,cereals,01-01-2024,Dairy
3424,other vegetables,01-01-2024,Other
1403,curd,01-01-2024,Other
4829,other vegetables,01-01-2024,Beverages
4273,rolls/buns,01-01-2024,Other
6614,frozen dessert,01-01-2024,Other
2558,sliced cheese,01-01-2024,Other
1769,bottled water,01-01-2024,Other
1867,whole milk,01-01-2024,Other
2895,soap,01-01-2024,Other
8992,sausage,01-01-2024,Dairy
6853,citrus fruit,01-01-2024,Other
2509,salty snack,01-01-2024,Other
1214,pip fruit,01-01-2024,Other
3685,margarine,01-01-2024,Other
2419,other vegetables,01-01-2024,Other
1360,brown bread,01-01-2024,Other
2983,whole milk,01-01-2024,Other
9615,whole milk,01-01-2024,Other
4782,root vegetables,01-01-2024,Other
6418,frozen meals,01-01-2024,Other
5833,turkey,01-01-2024,Other
3968,canned beer,01-01-2024,Beverages
5317,frankfurter,01-01-2024,Meat
4028,canned beer,01-01-2024,Other
5358,beef,01-01-2024,Other
2951,rolls/buns,01-01-2024,Other
7277,chocolate,01-01-2024,Other
1977,hamburger meat,01-01-2024,Other
9073,whipped/sour cream,01-01-2024,Beverages
5293,whole milk,01-01-2024,Other
5479,coffee,01-01-2024,Other
4869,berries,01-01-2024,Other
5626,citrus fruit,01-01-2024,Dairy
7377,shopping bags,01-01-2024,Other
2805,soda,01-01-2024,Dairy
9169,curd,01-01-2024,Other
8046,domestic eggs,01-01-2024,Other
8169,other vegetables,01-01-2024,Other
7838,chicken,01-01-2024,Other
5049,whole milk,01-01-2024,Other
2118,spread cheese,01-01-2024,Dairy
5421,tropical fruit,01-01-2024,Other
7626,newspapers,01-01-2024,Other
2339,chocolate,01-01-2024,Other
3345,pastry,01-01-2024,Dairy
5079,rolls/buns,01-01-2024,Other
8220,liver loaf,01-01-2024,Other
3968,hamburger meat,01-01-2024,Snacks
5764,pip fruit,01-01-2024,Other
4565,other vegetables,01-01-2024,Beverages
2430,whole milk,01-01-2024,Other
7458,specialty bar,01-01-2024,Other
7684,pasta,01-01-2024,Beverages
6295,rolls/buns,01-01-2024,Other
6113,sausage,01-01-2024,Dairy
3312,sausage,01-01-2024,Meat
3871,soda,01-01-2024,Beverages
5211,butter,01-01-2024,Beverages
4500,soda,01-01-2024,Beverages
4086,long life bakery product,01-01-2024,Other
2634,root vegetables,01-01-2024,Other
4544,whole milk,01-01-2024,Other
3245,coffee,01-01-2024,Other
5028,whole milk,01-01-2024,Other
6203,bottled beer,01-01-2024,Other
8335,other vegetables,01-01-2024,Beverages
8333,tidbits,01-01-2024,Other
8824,margarine,01-01-2024,Other
2726,fruit/vegetable juice,01-01-2024,Meat
1983,butter milk,01-01-2024,Other
2510,pastry,01-01-2024,Dairy
5358,hamburger meat,01-01-2024,Other
4105,napkins,01-01-2024,Dairy
7695,UHT-milk,01-01-2024,Other
1699,hamburger meat,01-01-2024,Other
2742,canned beer,01-01-2024,Meat
9485,bottled beer,01-01-2024,Meat
5052,whipped/sour cream,01-01-2024,Other
6945,rolls/buns,01-01-2024,Other
2020,other vegetables,01-01-2024,Other
1008,yogurt,01-01-2024,Dairy
5767,butter milk,01-01-2024,Other
6136,spread cheese,01-01-2024,Other
9136,mustard,01-01-2024,Other
1773,other vegetables,01-01-2024,Dairy
6460,UHT-milk,01-01-2024,Beverages
5479,bottled water,01-01-2024,Other
9958,butter milk,01-01-2024,Meat
5433,whole milk,01-01-2024,Other
3330,brown bread,01-01-2024,Other
1665,white bread,01-01-2024,Beverages
8968,tropical fruit,01-01-2024,Other
9575,sausage,01-01-2024,Other
2271,rolls/buns,01-01-2024,Other
6196,rolls/buns,01-01-2024,Other
1943,specialty bar,01-01-2024,Dairy
4740,frankfurter,01-01-2024,Other
5931,citrus fruit,01-01-2024,Other
6100,yogurt,01-01-2024,Other
5373,butter milk,01-01-2024,Other
2630,soda,01-01-2024,Dairy
6850,pork,01-01-2024,Other
7982,rolls/buns,01-01-2024,Beverages
2880,beverages,01-01-2024,Other
6873,onions,01-01-2024,Other
8893,onions,01-01-2024,Other
5598,sausage,01-01-2024,Other
1151,margarine,01-01-2024,Other
4907,bottled water,01-01-2024,Beverages
5843,rolls/buns,01-01-2024,Dairy
1006,rolls/buns,01-01-2024,Other
9517,fruit/vegetable juice,01-01-2024,Dairy
5062,pastry,01-01-2024,Other
1501,domestic eggs,01-01-2024,Other
